No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
1814,2010,3,17,13,26,-17,6,1027,NE,58.56,0,0
1815,2010,3,17,14,20,-17,6,1026,SE,3.13,0,0
1816,2010,3,17,15,21,-17,7,1025,NE,3.13,0,0
1817,2010,3,17,16,24,-18,7,1025,cv,1.79,0,0
1818,2010,3,17,17,23,-17,7,1025,cv,2.68,0,0
1819,2010,3,17,18,28,-14,5,1025,SE,0.89,0,0
1820,2010,3,17,19,39,-12,3,1025,cv,0.89,0,0
1821,2010,3,17,20,51,-12,2,1026,SE,0.89,0,0
1822,2010,3,17,21,67,-11,1,1026,cv,0.45,0,0
1823,2010,3,17,22,66,-7,-1,1026,NE,0.89,0,0
1824,2010,3,17,23,76,-6,-1,1027,SE,4.92,0,0
1825,2010,3,18,0,71,-5,-1,1027,SE,9.84,0,0
1826,2010,3,18,1,89,-5,-2,1027,SE,13.86,0,0
1827,2010,3,18,2,96,-5,-2,1026,SE,17.88,0,0
1828,2010,3,18,3,91,-5,-2,1026,SE,19.67,0,0
1829,2010,3,18,4,86,-5,-2,1025,cv,0.89,0,0
1830,2010,3,18,5,83,-4,-2,1025,cv,1.78,0,0
1831,2010,3,18,6,80,-4,-1,1025,cv,2.67,0,0
1832,2010,3,18,7,90,-4,-1,1024,cv,3.56,0,0
1833,2010,3,18,8,110,-4,-1,1024,SE,1.79,0,0
1834,2010,3,18,9,135,-4,-1,1024,SE,3.58,0,0
1835,2010,3,18,10,144,-3,0,1023,SE,5.37,1,0
1836,2010,3,18,11,166,-3,1,1022,cv,0.89,0,0
1837,2010,3,18,12,179,-3,2,1021,SE,1.79,0,0
1838,2010,3,18,13,201,-3,3,1020,SE,3.58,0,0
1839,2010,3,18,14,227,-2,4,1018,cv,0.89,0,0
1840,2010,3,18,15,219,-2,3,1016,NW,3.13,0,0
1841,2010,3,18,16,208,-2,2,1015,NE,3.13,0,0
1842,2010,3,18,17,202,-3,2,1015,NW,4.02,0,0
1843,2010,3,18,18,205,-2,2,1014,NW,5.81,0,0
1844,2010,3,18,19,206,-2,2,1014,NW,7.6,0,0
1845,2010,3,18,20,209,-3,2,1014,cv,0.89,0,0
1846,2010,3,18,21,226,-2,2,1013,NE,0.89,0,0
1847,2010,3,18,22,222,-2,2,1012,NE,1.78,0,0
1848,2010,3,18,23,239,-2,2,1011,cv,0.89,0,0
1849,2010,3,19,0,241,-1,2,1011,cv,1.78,0,0
1850,2010,3,19,1,249,-1,3,1009,cv,2.67,0,0
1851,2010,3,19,2,248,0,3,1008,cv,3.56,0,0
1852,2010,3,19,3,247,2,3,1007,SE,1.79,0,1
1853,2010,3,19,4,228,2,3,1006,cv,0.89,0,2
1854,2010,3,19,5,225,2,3,1005,NW,0.89,0,3
1855,2010,3,19,6,222,2,3,1005,NW,1.78,0,0
1856,2010,3,19,7,221,2,2,1004,NW,3.57,0,0
1857,2010,3,19,8,214,2,3,1004,NW,5.36,0,0
1858,2010,3,19,9,217,2,3,1004,NW,8.49,0,0
1859,2010,3,19,10,231,2,3,1003,NW,10.28,0,0
1860,2010,3,19,11,249,3,4,1002,cv,0.89,0,0
1861,2010,3,19,12,245,3,5,1002,NE,1.79,0,0
1862,2010,3,19,13,250,3,5,1001,cv,0.89,0,0
1863,2010,3,19,14,232,2,7,1001,cv,1.78,0,0
1864,2010,3,19,15,243,2,7,1000,SE,1.79,0,0
1865,2010,3,19,16,239,2,7,1001,cv,0.89,0,0
1866,2010,3,19,17,234,2,7,1001,cv,1.78,0,0
1867,2010,3,19,18,240,2,7,1001,cv,2.67,0,0
1868,2010,3,19,19,224,2,6,1001,SE,1.79,0,0
1869,2010,3,19,20,206,2,6,1002,SE,5.81,0,0
1870,2010,3,19,21,217,2,5,1002,SE,8.94,0,0
1871,2010,3,19,22,180,2,4,1002,cv,0.89,0,0
1872,2010,3,19,23,180,2,4,1002,SE,1.79,0,0
1873,2010,3,20,0,183,3,4,1002,cv,0.89,0,0
1874,2010,3,20,1,180,3,5,1003,NE,1.79,0,0
1875,2010,3,20,2,216,3,4,1001,SE,1.79,0,0
1876,2010,3,20,3,215,3,4,1001,NW,1.79,0,0
1877,2010,3,20,4,700,2,6,1000,NW,4.92,0,0
1878,2010,3,20,5,NA,2,5,999,SE,1.79,0,0
1879,2010,3,20,6,NA,-6,9,1001,NW,12.07,0,0
1880,2010,3,20,7,473,-2,7,1002,NW,23.25,0,0
1881,2010,3,20,8,201,-5,7,1003,NW,35.32,0,0
1882,2010,3,20,9,274,-5,7,1004,NW,46.5,0,0
1883,2010,3,20,10,381,-5,7,1006,NW,58.57,0,0
1884,2010,3,20,11,343,-7,8,1008,NW,69.75,0,0
1885,2010,3,20,12,156,-10,8,1010,NW,84.95,0,0
1886,2010,3,20,13,64,-14,7,1012,NW,98.81,0,0
1887,2010,3,20,14,51,-19,10,1012,NW,114.01,0,0
1888,2010,3,20,15,47,-18,10,1012,NW,129.21,0,0
1889,2010,3,20,16,37,-17,10,1013,NW,140.39,0,0
1890,2010,3,20,17,26,-15,9,1014,NW,149.33,0,0
1891,2010,3,20,18,22,-13,8,1015,NW,158.27,0,0
1892,2010,3,20,19,19,-12,7,1016,NW,163.19,0,0
1893,2010,3,20,20,23,-12,7,1016,NW,166.32,0,0
1894,2010,3,20,21,21,-10,7,1017,NW,171.24,0,0
1895,2010,3,20,22,27,-7,6,1017,NW,177.05,0,0
1896,2010,3,20,23,41,-5,5,1017,NW,181.97,0,0
1897,2010,3,21,0,46,-6,3,1017,NW,185.1,0,0
1898,2010,3,21,1,55,-5,3,1017,cv,0.89,0,0
1899,2010,3,21,2,46,-5,2,1018,cv,1.78,0,0
1900,2010,3,21,3,60,-6,2,1017,SE,1.79,0,0
1901,2010,3,21,4,47,-6,0,1016,SE,3.58,0,0
1902,2010,3,21,5,50,-5,1,1016,SE,5.37,0,0
1903,2010,3,21,6,51,-5,1,1017,cv,0.89,0,0
1904,2010,3,21,7,41,-5,0,1017,cv,1.78,0,0
1905,2010,3,21,8,48,-5,4,1017,SE,1.79,0,0
1906,2010,3,21,9,50,-8,7,1017,SE,4.92,0,0
1907,2010,3,21,10,55,-10,10,1016,SE,8.94,0,0
1908,2010,3,21,11,56,-12,11,1016,SE,12.96,0,0
1909,2010,3,21,12,52,-14,12,1013,SE,18.77,0,0
1910,2010,3,21,13,49,-14,13,1012,cv,3.13,0,0
1911,2010,3,21,14,53,-14,14,1011,SE,4.92,0,0
1912,2010,3,21,15,73,-13,14,1010,SE,10.73,0,0
1913,2010,3,21,16,82,-12,14,1010,SE,13.86,0,0
1914,2010,3,21,17,90,-12,14,1009,SE,17.88,0,0
1915,2010,3,21,18,106,-11,13,1009,SE,21.9,0,0
1916,2010,3,21,19,113,-5,10,1010,SE,25.92,0,0
1917,2010,3,21,20,121,-5,9,1010,SE,30.84,0,0
1918,2010,3,21,21,116,-5,8,1011,SE,34.86,0,0
1919,2010,3,21,22,111,-5,7,1012,SE,37.99,0,0
1920,2010,3,21,23,83,-5,7,1012,cv,3.13,0,0
1921,2010,3,22,0,85,-5,6,1012,SE,1.79,0,0
1922,2010,3,22,1,87,-3,5,1011,NW,3.13,0,0
1923,2010,3,22,2,90,-3,6,1011,NE,0.89,0,0
1924,2010,3,22,3,90,-3,5,1011,cv,0.89,0,0
1925,2010,3,22,4,100,-4,5,1010,cv,1.78,0,0
1926,2010,3,22,5,95,-4,4,1010,NE,0.89,0,0
1927,2010,3,22,6,96,-3,3,1010,SE,1.79,0,0
1928,2010,3,22,7,102,-2,4,1011,SE,2.68,0,0
1929,2010,3,22,8,112,-2,5,1012,cv,0.89,0,0
1930,2010,3,22,9,315,-2,6,1012,NW,3.13,0,0
1931,2010,3,22,10,784,-8,11,1013,NW,11.18,0,0
1932,2010,3,22,11,761,-10,12,1013,NW,18.33,0,0
1933,2010,3,22,12,204,-11,12,1013,NW,28.16,0,0
1934,2010,3,22,13,122,-12,13,1014,NW,37.99,0,0
1935,2010,3,22,14,158,-10,13,1014,NW,47.82,0,0
1936,2010,3,22,15,226,-14,14,1014,NW,57.65,0,0
1937,2010,3,22,16,128,-13,14,1015,NW,67.48,0,0
1938,2010,3,22,17,49,-14,13,1015,NW,77.31,0,0
1939,2010,3,22,18,47,-12,12,1016,NW,84.46,0,0
1940,2010,3,22,19,27,-12,11,1018,NW,92.51,0,0
1941,2010,3,22,20,25,-12,9,1019,NW,97.43,0,0
1942,2010,3,22,21,27,-12,9,1020,NW,103.24,0,0
1943,2010,3,22,22,18,-11,8,1021,NW,110.39,0,0
1944,2010,3,22,23,NA,-10,7,1022,NE,4.02,0,0
1945,2010,3,23,0,28,-10,7,1022,NW,4.02,0,0
1946,2010,3,23,1,16,-9,5,1022,NE,1.79,0,0
1947,2010,3,23,2,24,-10,6,1022,NE,7.6,0,0
1948,2010,3,23,3,24,-9,1,1021,NW,4.02,0,0
1949,2010,3,23,4,25,-8,2,1022,cv,0.89,0,0
1950,2010,3,23,5,46,-6,0,1022,NE,0.89,0,0
1951,2010,3,23,6,54,-8,0,1022,NW,0.89,0,0
1952,2010,3,23,7,60,-7,1,1023,cv,0.89,0,0
1953,2010,3,23,8,86,-6,4,1023,NW,0.89,0,0
1954,2010,3,23,9,58,-6,6,1024,SE,3.13,0,0
1955,2010,3,23,10,63,-7,10,1024,SE,8.94,0,0
1956,2010,3,23,11,59,-7,11,1023,SE,14.75,0,0
1957,2010,3,23,12,59,-8,12,1022,SE,21.9,0,0
1958,2010,3,23,13,54,-8,13,1021,SE,29.05,0,0
1959,2010,3,23,14,53,-8,13,1019,SE,34.86,0,0
1960,2010,3,23,15,55,-8,13,1018,SE,40.67,0,0
1961,2010,3,23,16,60,-8,13,1018,SE,46.48,0,0
1962,2010,3,23,17,55,-9,12,1018,SE,52.29,0,0
1963,2010,3,23,18,64,-8,11,1018,SE,59.44,0,0
1964,2010,3,23,19,64,-8,11,1019,SE,64.36,0,0
1965,2010,3,23,20,55,-7,9,1020,SE,67.49,0,0
1966,2010,3,23,21,57,-8,10,1020,SE,71.51,0,0
1967,2010,3,23,22,63,-6,7,1020,SE,75.53,0,0
1968,2010,3,23,23,69,-7,6,1020,SE,79.55,0,0
1969,2010,3,24,0,70,-6,6,1020,SE,83.57,0,0
1970,2010,3,24,1,72,-6,6,1020,SE,86.7,0,0
1971,2010,3,24,2,71,-5,5,1019,SE,89.83,0,0
1972,2010,3,24,3,73,-6,4,1020,NE,3.13,0,0
1973,2010,3,24,4,71,-6,5,1020,SE,1.79,0,0
1974,2010,3,24,5,70,-6,4,1020,NE,1.79,0,0
1975,2010,3,24,6,68,-5,4,1021,NW,1.79,0,0
1976,2010,3,24,7,63,-4,4,1022,NW,4.92,0,0
1977,2010,3,24,8,67,-6,7,1022,NW,10.73,0,0
1978,2010,3,24,9,76,-8,9,1022,NW,16.54,0,0
1979,2010,3,24,10,65,-11,10,1023,NE,7.15,0,0
1980,2010,3,24,11,44,-14,11,1023,NE,14.3,0,0
1981,2010,3,24,12,36,-15,11,1022,NE,19.22,0,0
1982,2010,3,24,13,29,-16,11,1022,NE,24.14,0,0
1983,2010,3,24,14,20,-15,11,1021,SE,4.02,0,0
1984,2010,3,24,15,53,-9,10,1022,SE,8.04,0,0
1985,2010,3,24,16,92,-8,10,1021,SE,12.96,0,0
1986,2010,3,24,17,134,-5,9,1022,SE,18.77,0,0
1987,2010,3,24,18,97,-4,7,1023,SE,23.69,0,0
1988,2010,3,24,19,64,-3,6,1024,SE,27.71,0,0
1989,2010,3,24,20,52,-1,6,1026,NW,4.92,0,1
1990,2010,3,24,21,63,1,3,1027,NE,3.13,0,2
1991,2010,3,24,22,36,1,2,1027,SE,4.02,0,3
1992,2010,3,24,23,22,0,1,1027,SE,7.15,0,0
1993,2010,3,25,0,48,0,2,1027,SE,10.28,0,0
1994,2010,3,25,1,52,0,1,1028,SE,14.3,0,0
1995,2010,3,25,2,43,-1,1,1028,SE,16.09,0,0
1996,2010,3,25,3,44,-2,1,1028,SE,17.88,0,0
1997,2010,3,25,4,51,-2,1,1027,SE,19.67,0,0
1998,2010,3,25,5,69,-2,1,1028,NW,1.79,0,0
1999,2010,3,25,6,54,-2,1,1029,NW,5.81,0,0
2000,2010,3,25,7,10,-13,1,1029,NW,12.96,0,0
2001,2010,3,25,8,12,-16,3,1030,NW,21.01,0,0
2002,2010,3,25,9,10,-15,4,1030,NW,28.16,0,0
2003,2010,3,25,10,9,-17,5,1030,NW,37.99,0,0
2004,2010,3,25,11,12,-20,6,1029,NW,46.93,0,0
2005,2010,3,25,12,12,-20,7,1028,NW,51.85,0,0
2006,2010,3,25,13,18,-20,6,1027,cv,1.79,0,0
2007,2010,3,25,14,16,-19,8,1025,NW,4.02,0,0
2008,2010,3,25,15,20,-19,8,1023,NW,9.83,0,0
2009,2010,3,25,16,20,-18,9,1022,NW,13.85,0,0
2010,2010,3,25,17,18,-16,8,1022,SE,3.13,0,0
2011,2010,3,25,18,30,-14,7,1021,SE,4.92,0,0
2012,2010,3,25,19,27,-12,6,1022,cv,0.89,0,0
2013,2010,3,25,20,29,-10,5,1023,SE,1.79,0,0
2014,2010,3,25,21,33,-10,6,1023,cv,0.89,0,0
2015,2010,3,25,22,34,-10,5,1023,cv,1.78,0,0
2016,2010,3,25,23,59,-6,3,1023,cv,2.67,0,0
2017,2010,3,26,0,63,-7,2,1023,SE,0.89,0,0
2018,2010,3,26,1,67,-6,1,1023,cv,0.89,0,0
2019,2010,3,26,2,62,-9,1,1023,NW,3.13,0,0
2020,2010,3,26,3,72,-11,-1,1022,cv,0.45,0,0
2021,2010,3,26,4,48,-7,-1,1022,cv,0.9,0,0
2022,2010,3,26,5,70,-9,-1,1022,SE,0.89,0,0
2023,2010,3,26,6,57,-8,-2,1021,cv,0.89,0,0
2024,2010,3,26,7,61,-6,-1,1021,SE,0.89,0,0
2025,2010,3,26,8,38,-7,3,1021,cv,0.89,0,0
2026,2010,3,26,9,44,-14,6,1021,cv,1.78,0,0
2027,2010,3,26,10,37,-17,8,1021,SE,3.13,0,0
2028,2010,3,26,11,43,-18,10,1020,SE,7.15,0,0
2029,2010,3,26,12,50,-17,11,1019,SE,12.96,0,0
2030,2010,3,26,13,64,-15,12,1018,SE,17.88,0,0
2031,2010,3,26,14,64,-14,14,1016,SE,22.8,0,0
2032,2010,3,26,15,72,-14,15,1015,SE,26.82,0,0
2033,2010,3,26,16,70,-12,15,1014,SE,31.74,0,0
2034,2010,3,26,17,65,-13,15,1014,SE,36.66,0,0
2035,2010,3,26,18,72,-11,13,1014,SE,39.79,0,0
2036,2010,3,26,19,84,-8,11,1015,cv,0.89,0,0
2037,2010,3,26,20,85,-8,8,1016,NW,1.79,0,0
2038,2010,3,26,21,98,-8,7,1018,NE,3.13,0,0
2039,2010,3,26,22,142,-9,6,1019,NW,4.02,0,0
2040,2010,3,26,23,97,-10,4,1019,NW,7.15,0,0
2041,2010,3,27,0,106,-8,3,1020,NW,10.28,0,0
2042,2010,3,27,1,89,-10,7,1020,NE,4.02,0,0
2043,2010,3,27,2,61,-11,8,1021,NE,8.94,0,0
2044,2010,3,27,3,46,-11,7,1023,NE,10.73,0,0
2045,2010,3,27,4,127,-4,4,1024,SE,4.92,0,0
2046,2010,3,27,5,134,-4,2,1025,SE,8.94,0,0
2047,2010,3,27,6,99,-7,1,1025,SE,12.07,0,0
2048,2010,3,27,7,85,-8,2,1026,SE,13.86,0,0
2049,2010,3,27,8,75,-9,3,1027,SE,16.99,0,0
2050,2010,3,27,9,79,-10,4,1028,SE,21.01,0,0
2051,2010,3,27,10,81,-9,6,1028,SE,24.14,0,0
2052,2010,3,27,11,74,-10,8,1028,SE,28.16,0,0
2053,2010,3,27,12,62,-10,8,1027,SE,31.29,0,0
2054,2010,3,27,13,71,-10,9,1027,SE,35.31,0,0
2055,2010,3,27,14,58,-10,9,1026,SE,39.33,0,0
2056,2010,3,27,15,48,-9,11,1025,cv,3.13,0,0
2057,2010,3,27,16,50,-10,10,1024,SE,3.13,0,0
2058,2010,3,27,17,54,-9,10,1024,SE,6.26,0,0
2059,2010,3,27,18,61,-8,8,1025,SE,9.39,0,0
2060,2010,3,27,19,59,-7,7,1025,SE,12.52,0,0
2061,2010,3,27,20,62,-7,5,1026,SE,17.44,0,0
2062,2010,3,27,21,54,-8,4,1027,SE,20.57,0,0
2063,2010,3,27,22,57,-8,3,1027,SE,24.59,0,0
2064,2010,3,27,23,44,-8,2,1028,SE,28.61,0,0
2065,2010,3,28,0,41,-8,2,1028,SE,30.4,0,0
2066,2010,3,28,1,48,-7,1,1028,SE,32.19,0,0
2067,2010,3,28,2,44,-7,0,1028,SE,33.98,0,0
2068,2010,3,28,3,56,-7,-1,1028,cv,0.89,0,0
2069,2010,3,28,4,59,-7,-2,1028,SE,0.89,0,0
2070,2010,3,28,5,67,-6,-2,1028,NE,0.89,0,0
2071,2010,3,28,6,68,-6,-3,1028,SE,0.89,0,0
2072,2010,3,28,7,99,-5,-1,1029,cv,0.45,0,0
2073,2010,3,28,8,88,-6,2,1029,SE,1.79,0,0
2074,2010,3,28,9,74,-6,4,1030,NW,1.79,0,0
2075,2010,3,28,10,86,-6,5,1030,NW,3.58,0,0
2076,2010,3,28,11,93,-7,6,1029,NW,5.37,0,0
2077,2010,3,28,12,96,-7,10,1027,cv,1.79,0,0
2078,2010,3,28,13,120,-6,13,1026,cv,4.92,0,0
2079,2010,3,28,14,99,-6,15,1025,SE,4.02,0,0
2080,2010,3,28,15,100,-6,16,1024,SE,8.94,0,0
2081,2010,3,28,16,63,-9,16,1023,SE,13.86,0,0
2082,2010,3,28,17,57,-11,16,1023,SE,18.78,0,0
2083,2010,3,28,18,46,-9,14,1023,SE,22.8,0,0
2084,2010,3,28,19,48,-8,10,1023,SE,25.93,0,0
2085,2010,3,28,20,60,-9,12,1024,SE,30.85,0,0
2086,2010,3,28,21,57,-8,9,1024,SE,32.64,0,0
2087,2010,3,28,22,72,-8,8,1025,SE,34.43,0,0
2088,2010,3,28,23,82,-7,7,1025,SE,35.32,0,0
2089,2010,3,29,0,92,-4,6,1025,SE,37.11,0,0
2090,2010,3,29,1,100,-6,6,1025,SE,38.9,0,0
2091,2010,3,29,2,117,-6,5,1025,SE,40.69,0,0
2092,2010,3,29,3,129,-5,5,1024,SE,42.48,0,0
2093,2010,3,29,4,132,-4,3,1024,SE,43.37,0,0
2094,2010,3,29,5,142,-4,2,1024,cv,0.89,0,0
2095,2010,3,29,6,147,-4,3,1025,cv,1.78,0,0
2096,2010,3,29,7,169,-3,3,1025,NE,0.89,0,0
2097,2010,3,29,8,208,-1,7,1025,SE,1.79,0,0
2098,2010,3,29,9,198,-2,9,1025,SE,4.92,0,0
2099,2010,3,29,10,203,-2,11,1025,SE,8.05,0,0
2100,2010,3,29,11,218,-3,11,1025,SE,11.18,0,0
2101,2010,3,29,12,220,-4,12,1024,SE,14.31,0,0
2102,2010,3,29,13,222,-3,12,1024,cv,0.89,0,0
2103,2010,3,29,14,237,-1,11,1023,cv,1.78,0,0
2104,2010,3,29,15,245,3,10,1022,SE,4.02,0,1
2105,2010,3,29,16,260,5,9,1022,SE,5.81,0,0
2106,2010,3,29,17,259,5,8,1021,cv,0.89,0,0
2107,2010,3,29,18,275,5,8,1021,NE,0.89,0,0
2108,2010,3,29,19,280,5,8,1021,SE,1.79,0,0
2109,2010,3,29,20,296,6,8,1022,SE,3.58,0,1
2110,2010,3,29,21,366,6,8,1022,SE,4.47,0,2
2111,2010,3,29,22,317,6,8,1022,NE,0.89,0,3
2112,2010,3,29,23,297,6,8,1022,cv,0.89,0,4
2113,2010,3,30,0,288,6,7,1021,SE,0.89,0,5
2114,2010,3,30,1,288,6,7,1020,SE,2.68,0,6
2115,2010,3,30,2,254,6,7,1020,SE,4.47,0,7
2116,2010,3,30,3,254,6,7,1019,SE,6.26,0,8
2117,2010,3,30,4,248,6,7,1018,SE,8.05,0,9
2118,2010,3,30,5,271,6,7,1018,SE,9.84,0,10
2119,2010,3,30,6,NA,6,8,1018,SE,11.63,0,11
2120,2010,3,30,7,NA,6,8,1018,SE,13.42,0,0
2121,2010,3,30,8,NA,6,8,1019,SE,14.31,0,0
2122,2010,3,30,9,NA,6,9,1018,SE,17.44,0,0
2123,2010,3,30,10,NA,6,10,1018,SE,20.57,0,0
2124,2010,3,30,11,NA,6,11,1018,SE,24.59,0,1
2125,2010,3,30,12,NA,6,10,1018,SE,26.38,0,2
2126,2010,3,30,13,195,7,10,1017,SE,28.17,0,3
2127,2010,3,30,14,NA,7,10,1016,SE,29.06,0,4
2128,2010,3,30,15,NA,7,10,1016,cv,1.79,0,5
2129,2010,3,30,16,NA,7,9,1015,cv,2.68,0,6
2130,2010,3,30,17,NA,7,9,1014,NE,0.89,0,7
2131,2010,3,30,18,NA,7,9,1014,NE,1.78,0,8
2132,2010,3,30,19,NA,7,8,1015,cv,0.89,0,9
2133,2010,3,30,20,NA,7,8,1015,SE,0.89,0,10
2134,2010,3,30,21,NA,7,8,1015,SE,1.78,0,11
2135,2010,3,30,22,NA,7,8,1016,NE,0.89,0,0
2136,2010,3,30,23,NA,8,9,1015,NW,3.13,0,0
2137,2010,3,31,0,NA,7,8,1015,NW,4.92,0,1
2138,2010,3,31,1,NA,7,8,1015,cv,0.45,0,0
2139,2010,3,31,2,NA,6,7,1015,cv,1.34,0,0
2140,2010,3,31,3,NA,6,7,1014,cv,2.23,0,0
2141,2010,3,31,4,NA,6,7,1014,SE,0.89,0,0
2142,2010,3,31,5,NA,5,7,1014,cv,0.45,0,0
2143,2010,3,31,6,NA,5,7,1014,cv,1.34,0,0
2144,2010,3,31,7,124,6,8,1014,NW,1.79,0,0
2145,2010,3,31,8,129,5,9,1015,cv,0.89,0,0
2146,2010,3,31,9,NA,7,10,1015,cv,1.78,0,0
2147,2010,3,31,10,NA,7,12,1015,cv,2.67,0,0
2148,2010,3,31,11,NA,7,12,1014,SE,1.79,0,0
2149,2010,3,31,12,NA,7,13,1013,cv,0.89,0,0
2150,2010,3,31,13,NA,6,15,1013,SE,1.79,0,0
2151,2010,3,31,14,NA,6,16,1012,cv,0.89,0,0
2152,2010,3,31,15,NA,4,16,1012,cv,1.78,0,0
2153,2010,3,31,16,NA,1,17,1012,NW,4.92,0,0
2154,2010,3,31,17,200,-5,16,1012,NW,12.07,0,0
2155,2010,3,31,18,187,-7,15,1013,NW,19.22,0,0
2156,2010,3,31,19,149,-7,14,1014,NW,26.37,0,0
2157,2010,3,31,20,113,-8,12,1016,NW,33.52,0,0
2158,2010,3,31,21,85,-8,11,1017,NW,39.33,0,0
2159,2010,3,31,22,71,-10,10,1018,NW,46.48,0,0
2160,2010,3,31,23,42,-13,10,1020,NW,53.63,0,0
2161,2010,4,1,0,31,-14,9,1021,NW,63.46,0,0
2162,2010,4,1,1,39,-14,8,1021,NW,73.29,0,0
2163,2010,4,1,2,49,-14,7,1021,NW,81.34,0,0
2164,2010,4,1,3,35,-13,5,1021,NW,85.36,0,0
2165,2010,4,1,4,31,-16,6,1021,NW,89.38,0,0
2166,2010,4,1,5,26,-18,6,1021,NW,92.51,0,0
2167,2010,4,1,6,24,-18,5,1022,NW,95.64,0,0
2168,2010,4,1,7,22,-19,6,1023,NW,99.66,0,0
2169,2010,4,1,8,30,-19,7,1023,NW,104.58,0,0
2170,2010,4,1,9,25,-20,9,1023,NW,111.73,0,0
2171,2010,4,1,10,21,-18,10,1022,NW,120.67,0,0
2172,2010,4,1,11,NA,-18,11,1021,NW,128.72,0,0
2173,2010,4,1,12,NA,-17,12,1020,NW,135.87,0,0
2174,2010,4,1,13,35,-17,12,1020,NW,147.94,0,0
2175,2010,4,1,14,31,-18,12,1019,NW,159.12,0,0
2176,2010,4,1,15,15,-18,12,1018,NW,171.19,0,0
2177,2010,4,1,16,16,-17,12,1018,NW,183.26,0,0
2178,2010,4,1,17,18,-18,11,1018,NW,193.09,0,0
2179,2010,4,1,18,15,-19,11,1017,NW,201.14,0,0
2180,2010,4,1,19,17,-19,10,1018,NW,208.29,0,0
2181,2010,4,1,20,24,-17,9,1019,NW,211.42,0,0
2182,2010,4,1,21,20,-17,9,1019,NW,213.21,0,0
2183,2010,4,1,22,54,-11,4,1019,cv,0.89,0,0
2184,2010,4,1,23,39,-11,5,1018,cv,1.78,0,0
2185,2010,4,2,0,27,-7,2,1018,SE,0.89,0,0
2186,2010,4,2,1,52,-8,3,1018,cv,0.45,0,0
2187,2010,4,2,2,41,-9,4,1018,NW,0.89,0,0
2188,2010,4,2,3,35,-12,4,1019,NW,4.02,0,0
2189,2010,4,2,4,44,-10,2,1019,NW,7.15,0,0
2190,2010,4,2,5,45,-12,3,1019,NW,10.28,0,0
2191,2010,4,2,6,40,-15,4,1019,NW,13.41,0,0
2192,2010,4,2,7,27,-14,5,1020,NW,17.43,0,0
2193,2010,4,2,8,27,-16,7,1021,NW,23.24,0,0
2194,2010,4,2,9,21,-18,7,1022,NW,35.31,0,0
2195,2010,4,2,10,14,-18,8,1022,NW,44.25,0,0
2196,2010,4,2,11,14,-19,9,1022,NW,53.19,0,0
2197,2010,4,2,12,17,-21,9,1022,NW,62.13,0,0
2198,2010,4,2,13,13,-20,11,1021,NW,69.28,0,0
2199,2010,4,2,14,17,-20,11,1021,NW,76.43,0,0
2200,2010,4,2,15,16,-20,12,1020,NW,83.58,0,0
2201,2010,4,2,16,18,-22,12,1020,NW,92.52,0,0
2202,2010,4,2,17,12,-22,11,1020,NW,101.46,0,0
2203,2010,4,2,18,12,-21,11,1020,NW,108.61,0,0
2204,2010,4,2,19,21,-19,7,1021,NW,110.4,0,0
2205,2010,4,2,20,30,-12,5,1021,SE,0.89,0,0
2206,2010,4,2,21,69,-10,4,1022,SE,1.78,0,0
2207,2010,4,2,22,77,-11,3,1022,SE,3.57,0,0
2208,2010,4,2,23,49,-10,3,1022,SE,5.36,0,0
2209,2010,4,3,0,48,-8,0,1022,NW,1.79,0,0
2210,2010,4,3,1,53,-9,0,1022,cv,0.89,0,0
2211,2010,4,3,2,52,-7,-1,1022,cv,1.78,0,0
2212,2010,4,3,3,53,-12,1,1022,cv,2.67,0,0
2213,2010,4,3,4,58,-9,0,1022,cv,3.12,0,0
2214,2010,4,3,5,56,-11,0,1022,cv,4.01,0,0
2215,2010,4,3,6,60,-10,-1,1022,cv,4.46,0,0
2216,2010,4,3,7,100,-7,0,1022,cv,5.35,0,0
2217,2010,4,3,8,133,-9,4,1022,SE,1.79,0,0
2218,2010,4,3,9,138,-9,8,1021,SE,4.92,0,0
2219,2010,4,3,10,67,-11,10,1021,SE,8.05,0,0
2220,2010,4,3,11,59,-11,11,1019,SE,12.07,0,0
2221,2010,4,3,12,82,-12,13,1018,SE,16.99,0,0
2222,2010,4,3,13,89,-11,13,1016,SE,21.91,0,0
2223,2010,4,3,14,110,-8,13,1015,SE,25.93,0,0
2224,2010,4,3,15,128,-7,15,1013,SE,29.06,0,0
2225,2010,4,3,16,132,-5,16,1012,SE,33.98,0,0
2226,2010,4,3,17,136,-4,15,1011,SE,38.9,0,0
2227,2010,4,3,18,132,-4,13,1011,SE,42.03,0,0
2228,2010,4,3,19,119,-4,12,1010,SE,45.16,0,0
2229,2010,4,3,20,131,-4,13,1010,SE,49.18,0,0
2230,2010,4,3,21,161,-2,12,1010,SE,53.2,0,0
2231,2010,4,3,22,168,-2,12,1011,SE,57.22,0,0
2232,2010,4,3,23,164,-2,11,1010,SE,62.14,0,0
2233,2010,4,4,0,184,-1,10,1010,cv,0.89,0,0
2234,2010,4,4,1,178,-1,9,1010,NE,1.79,0,0
2235,2010,4,4,2,194,-1,7,1010,SE,0.89,0,0
2236,2010,4,4,3,206,-1,8,1010,NE,0.89,0,0
